pf_n;pf_p;s_n;s_p;m_n;m_p
1.08;0.439;-310;557;0.252;0.736
0.00782;2.05;-871;593;281;2.4
0.922;0.308;-391;693;0.466;2.42
0.932;0.323;-397;698;0.477;2.54
0.785;0.225;-637;707;17.2;7.56
0.56;0.0266;-626;827;2.05;115
0.395;0.0239;-577;746;3.16;1160
0.793;0.00139;-444;732;0.743;812
0.242;0.0064;-646;760;5.67;4360
0.509;0.0292;-605;834;3.59;146
0.912;0.115;-387;723;0.465;35.6
0.91;0.11;-387;735;0.466;35
0.34;0.194;-702;716;4.3;11.4
0.66;0.0969;-523;730;1.47;10.5
1.06;0.319;-569;699;2.11;11.4
0.764;0.684;-536;670;1.07;2.66
1.72;1.16;-517;520;0.464;0.876
0.794;0.52;-439;652;0.753;2.79
0.978;0.00224;-406;707;0.486;459
0.785;0.423;-420;675;0.665;3.7
0.975;0.0707;-383;780;0.439;7.28
0.79;0.433;-422;672;0.688;3.57
3;1.7;-522;462;1.18;0.471
1.1;0.0126;-383;667;0.376;102
0.783;0.0339;-441;732;0.73;55.8
0.0614;0.115;-592;643;121;313
0.619;0.0129;-398;713;9.29;93400
0.161;0.0569;-589;678;171000;1830000
0.717;0.0745;-443;696;0.819;215
0.817;0.56;-553;601;1.11;1.71
0.825;0.0349;-418;756;0.6;20
0.977;0.153;-385;673;0.431;5.64
1.62;0.598;-582;644;3.16;10.3
1.15;0.0222;-329;874;0.266;20
0.904;0.128;-401;728;0.513;14.5
1.03;0.0528;-359;732;0.368;11.9
1.1;0.0621;-358;637;0.332;9.19
0.864;0.322;-524;599;0.982;5.6
1.18;0.192;-535;665;0.728;13.3
0.858;0.424;-482;540;0.943;1.54
0.794;0.45;-518;679;1.08;6.01
0.998;0.213;-532;648;0.91;6.6
0.701;0.659;-623;619;1.73;4.88
0.859;0.564;-643;714;1.47;5.28
0.487;0.446;-741;854;3.28;123
0.603;1.9;-701;729;2.29;0.73
0.669;0.161;-509;751;1.22;4.66
0.0547;0.00697;-753;804;54.7;279
0.854;0.0273;-420;886;0.603;179
0.967;0.308;-360;553;0.378;2.27
1.48;0.571;-370;559;0.387;1.2
0.883;0.256;-395;651;0.518;1.87
1.1;0.0394;-555;923;0.791;22
1.19;0.0719;-544;878;0.71;13.5
0.981;0.0878;-359;736;0.39;4.5
0.884;0.191;-427;672;0.664;3.71
1.12;0.0232;-312;853;0.25;25.9
1.04;0.378;-337;580;0.308;10200
0.824;0.00705;-433;831;0.643;83.2
1.01;0.204;-378;651;0.483;2.16
0.833;0.279;-467;706;7820;62.8
0.00335;0.249;-871;732;725;11.1
0.00132;0.439;-859;610;8860;8.81
0.735;0.402;-585;643;2.9;8.17
0.732;0.427;-551;653;1.28;6.37
1.11;0.106;-490;801;0.614;6.48
0.868;0.503;-649;746;1.5;2.76
1.06;0.609;-679;729;1.23;2.14
1.47;0.0661;-542;862;0.566;16.8
0.879;0.131;-420;744;0.571;4.07
0.143;0.0839;-689;743;18.7;186
1.4;1.25;-613;680;0.759;0.847
0.94;0.0866;-361;766;0.396;4.5
0.129;0.331;-745;662;21.3;23
0.762;0.118;-522;806;1.04;6.57
0.886;0.186;-452;760;1.52;14
0.711;0.614;-656;728;1.84;2.35
0.366;0.181;-670;670;54.1;33.1
0.952;0.0695;-360;754;0.388;16
0.801;0.352;-520;725;1.02;2.86
0.794;0.123;-518;817;0.957;6.32
0.00773;1.01;-813;721;487;2
0.128;0.0499;-744;740;46.1;55.4
0.883;0.492;-523;637;1.95;2.13
0.774;0.111;-547;819;1.1;7.95
0.958;0.0474;-393;825;0.455;9.34
0.758;0.0894;-497;821;0.923;8.18
0.646;0.142;-646;696;2.58;9.38
1.03;0.322;-359;676;0.41;61.7
1.03;0.0848;-344;736;0.329;5.17
0.816;1.34;-483;436;0.948;0.976
0.891;0.0316;-390;774;0.481;222
0.944;0.184;-399;697;0.493;8.79
0.574;0.998;-650;622;3.29;4.38
1.08;0.0595;-307;748;0.247;4.88
1.46;1.41;-573;462;1.3;0.769
1.26;1.05;-453;497;1.26;1.43
0.958;0.0271;-368;739;0.397;14.4
0.981;0.185;-374;686;0.402;2.27
1.13;0.268;-347;694;0.311;9
1.04;0.884;-461;603;0.579;0.677
0.955;0.177;-375;679;0.426;2.67
0.602;0.183;-584;727;2.03;5.56
0.291;0.324;-794;769;6.3;5.56
0.0308;0.0673;-725;704;54.5;29.2
0.972;0.203;-372;766;0.403;11.8
0.279;0.321;-798;777;6.66;5.65
0.944;0.119;-386;721;0.449;5.65
0.00402;0.513;-877;680;720;4.4
0.377;0.219;-610;743;2.9;17.7
0.766;0.0234;-445;683;0.732;99
0.00115;0.747;-877;597;6500;5.11
0.000825;0.384;-895;631;10100;9.12
0.00147;1.29;-841;555;4030;2.93
0.687;0.116;-489;664;5.5;7.87
0.626;0.0588;-497;719;2.54;16.4
1.03;0.322;-344;621;0.327;4.06
0.57;0.464;-647;622;2.53;3
1.01;0.0596;-394;753;0.434;8.46
0.618;0.0517;-502;729;1.21;16
0.696;0.143;-570;736;1.83;6.84
1.21;0.297;-430;643;2200000;1030
0.287;0.157;-727;710;10.6;21.9
0.116;0.206;-818;780;17.5;9.53
1.15;0.795;-359;483;0.376;0.456
0.942;0.149;-373;807;0.415;2.62
0.302;0.292;-706;721;5.02;105
0.899;0.0865;-399;765;0.499;6
1.15;0.323;-508;644;132;2.37
0.487;0.0776;-443;632;554;310000
0.00555;0.567;-939;605;5500;19.1
0.51;0.432;-692;767;2.65;3.13
0.696;0.142;-533;776;1.27;6.6
0.291;0.31;-794;781;6.32;5.78
1;0.0248;-382;674;0.412;257
0.0167;0.699;-764;593;133;2.35
0.96;0.00361;-384;833;0.434;115
0.989;0.0362;-368;802;0.386;10.5
0.828;0.223;-414;580;0.584;2.17
1.15;0.353;-359;610;0.46;1.12
1.08;0.817;-494;485;1.57;1.37
1.75;0.538;-287;485;16.6;0.619
0.967;0.0731;-392;749;0.457;18.3
0.964;0.0396;-365;756;0.39;10.4
0.413;0.11;-666;796;3.31;18.8
0.883;0.439;-411;558;0.557;1460
0.76;0.787;-580;592;1.25;1.2
0.679;0.0501;-602;721;579;60.9
1.12;0.319;-363;614;0.474;1.24
0.752;0.0422;-463;773;0.885;25.1
0.988;0.169;-438;669;0.972;7.13
0.809;0.0271;-440;748;0.68;22.8
0.576;0.0771;-491;760;1.38;12.6
0.674;0.343;-577;683;1.39;2.73
0.969;0.323;-465;582;1.22;2.29
0.994;0.0283;-340;747;0.329;11.5
0.844;0.00238;-407;653;0.599;50000
0.0727;0.000203;-589;670;80.9;26800
0.865;0.0293;-388;706;0.497;1570
0.943;0.0354;-414;821;0.515;132
0.731;0.195;-542;707;2.88;5.47
0.664;0.139;-576;767;5.79;14.9
0.939;0.0791;-386;713;0.448;5.7
0.936;0.0496;-395;743;0.47;9.01
0.643;0.0908;-513;799;4.94;9.32
0.0114;0.0392;-686;809;1110;126
0.88;0.155;-406;612;0.545;4.41
0.615;0.41;-597;687;2.27;10.7
0.486;0.0715;-513;783;1.54;10.7
0.416;0.297;-685;693;3.59;14.8
1.01;0.0299;-311;760;0.27;11.1
0.389;0.0587;-514;690;2.31;20
0.959;0.065;-396;730;0.46;6.82
0.927;0.0225;-377;730;0.434;22
0.841;0.0487;-417;740;0.59;15.3
0.891;0.0994;-408;696;0.532;4.73
0.959;0.2;-383;633;0.431;121
0.92;0.0857;-394;749;0.477;10.9
2.65;1.29;-547;452;0.621;0.657
0.835;0.0418;-435;731;0.641;20.5
0.886;0.078;-430;684;0.593;323
0.901;0.267;-402;601;0.506;5.45
0.896;0.271;-403;602;0.511;5.63
0.899;0.0371;-406;738;0.518;18.9
0.917;0.22;-400;648;0.493;2.59
0.617;0.21;-639;729;5.35;6.03
1.05;0.242;-497;684;1.28;37.9
1.06;0.23;-467;665;1.16;4.34
1.71;0.315;-411;582;3.78;1.98
1.03;0.124;-363;684;0.36;3.04
1.07;0.0555;-359;716;0.339;9.38
0.848;0.462;-427;602;0.618;1.44
0.63;0.301;-504;685;1.14;16.9
0.805;0.185;-473;744;1.22;3.97
1.01;0.517;-547;544;0.894;3.61
1.09;0.0836;-327;691;0.28;8.46
0.458;0.0368;-452;743;1.29;17.4
0.894;0.305;-445;561;0.975;1.85
0.692;0.441;-522;679;1.65;105
1.01;0.0751;-372;678;0.385;30.3
0.784;0.246;-460;599;0.863;5.16
1.91;1.01;-382;477;0.382;1.22
1.01;0.0805;-391;661;0.43;22.8
0.329;1.35;-817;729;6.55;1.43
0.027;0.0277;-698;762;445;138
0.199;0.125;-663;638;493;18
0.312;0.0408;-537;757;2.6;29.9
0.199;0.249;-829;743;10.3;9.48
0.733;0.0305;-619;728;1.49;53.1
0.207;0.293;-560;615;106;55.4
1.47;0.439;-382;567;0.309;2.43
0.329;0.261;-645;719;4.32;6.74
0.145;0.222;-769;709;85.1;24
1.07;0.275;-318;629;0.279;38.6
0.791;0.218;-477;639;0.929;3.05
0.899;0.169;-409;825;0.525;2.8
0.0608;0.685;-694;579;93.1;8.14
0.0841;0.054;-290;590;215;5.13
0.969;0.0373;-398;764;0.46;22.2
0.998;0.131;-361;660;0.369;92.1
0.964;0.089;-416;707;0.509;21.6
0.98;0.118;-414;653;0.496;5.6
0.956;0.0702;-385;777;0.436;9.47
0.92;0.0523;-399;835;0.509;8.83
0.906;0.0885;-397;698;0.49;26.4
1.63;2.24;-505;437;0.446;1.37
0.359;0.275;-700;713;4.97;6.5
1.08;0.142;-313;656;0.258;2.62
0.0735;0.0218;-744;766;80.4;91.1
0.919;0.0955;-402;704;0.497;22.2
0.152;0.129;-736;754;10.3;38.4
0.411;0.117;-672;737;29.7;16.8
0.914;0.0577;-404;747;0.505;42.7
0.872;0.0603;-428;783;0.63;9.96
1.05;0.29;-341;703;0.316;4.84
0.918;0.0814;-386;679;0.46;7.58
0.907;0.374;-420;606;0.692;1.97
0.805;0.225;-475;637;0.913;2.96
1.07;0.272;-355;713;0.332;15.5
1.07;0.0505;-293;816;0.228;5.62
0.0111;0.0999;-888;766;356;25.9
0.6;0.162;-549;729;1.49;7.5
0.714;0.288;-492;747;1.06;12.6
0.00945;0.46;-879;706;240;13.4
0.0346;0.0753;-667;734;522;25.3
0.0268;0.429;-860;670;395;4.9
0.00391;0.151;-876;712;846;28
0.0164;0.369;-882;660;1500;9.06
0.00873;0.979;-827;590;1580;2.11
0.0144;2.43;-886;475;194;1.15
0.464;0.401;-487;661;1.48;2.19
0.851;0.0356;-435;792;0.627;15.9
0.324;0.563;-706;656;5.08;6.26
1.62;0.137;-492;754;12200;6.1
1.58;0.186;-455;686;360;4.05
0.356;0.325;-660;616;6.61;3.92
1.06;0.0657;-322;799;0.28;161
0.873;0.122;-416;693;0.56;6.38
1.52;2.08;-493;394;0.693;0.52
0.386;0.194;-506;611;14.7;4.76
0.268;0.165;-687;707;6.3;16.3
1.1;0.166;-308;482;0.256;2.16
1.24;1.63;-461;390;0.799;0.529
0.11;0.0466;-536;314;9.94;21.3
0.899;0.513;-441;526;0.745;1.45
0.889;4.92E-05;-408;631;0.528;32000
1.09;0.166;-278;687;0.203;1.32
0.93;0.941;-547;474;0.971;0.898
1.09;0.518;-703;744;1.27;2.69
0.939;0.0364;-403;794;0.487;23
1.37E-05;0.0205;-714;776;217000;195
0.663;0.0835;-502;730;1.24;14.7
0.755;0.172;-501;732;1.48;76.5
0.774;0.18;-586;675;101;5.8
1.05;1.57;-633;447;1.13;0.738
0.562;0.125;-648;765;3.66;12.6
0.729;0.144;-497;766;1.05;5.98
1.07;0.258;-436;758;0.499;2.08
1.19;0.511;-402;534;0.381;2.35
0.662;0.0877;-610;784;2.88;17
0.275;0.00537;-582;838;4.42;17100
0.616;0.0934;-549;720;1.67;14
1.01;0.0251;-410;739;0.47;32
0.674;0.397;-596;667;2.66;2.96
0.704;0.153;-494;748;1.03;5.32
0.91;0.46;-455;576;0.833;1.61
1.78;1.66;-576;448;0.776;1.08
0.758;0.873;-519;468;1.13;0.877
0.92;0.0876;-399;743;0.487;12.8
0.881;0.211;-414;779;0.549;2.29
0.713;0.192;-508;663;1.04;5.1
1.74;2.34;-344;322;9.04;11
0.792;0.208;-477;730;0.979;5.64
1.69;0.817;-490;563;0.4;0.828
0.63;0.537;-653;665;2.45;5.21
0.912;0.021;-410;799;0.521;56.1
0.926;0.17;-394;633;0.475;5.14
1.07;0.325;-522;713;2300;29.2
0.949;0.157;-386;723;0.441;2.75
0.819;0.244;-469;758;0.919;12.1
0.753;0.171;-491;692;1.02;4.72
0.908;0.155;-486;722;2020;12.9
1.16;0.144;-465;755;73.2;4.84
0.0973;0.288;-813;730;40.7;8.38
1.48;1.32;-488;518;0.665;3.09
1.43;0.939;-553;545;0.62;2.94
1.81;1.05;-501;527;0.39;0.67
1.6;2.1;-463;462;0.378;0.288
0.709;0.0279;-509;740;102000;37400
0.00921;0.0728;-886;800;250;329
0.35;0.813;-688;674;66.4;88.3
0.826;0.246;-469;630;0.887;2.8
0.425;0.154;-676;651;99.4;10.7
0.16;0.245;-673;643;17.5;247
0.242;0.039;-724;777;9.7;143
0.123;0.296;-741;686;14.9;5.98
0.246;0.14;-662;743;541;1020
0.371;0.296;-649;744;4.42;5.51
0.93;0.221;-389;669;0.47;4.07
0.952;0.0302;-381;755;0.429;39
0.89;0.0299;-397;769;0.499;51.8
0.934;0.0733;-394;773;0.469;6.65
1.07;0.142;-349;739;0.325;13
0.00942;0.0339;-641;682;366;36.9
1.99;1.42;-574;483;0.505;0.704
0.279;0.227;-689;696;5.67;155
0.0355;0.126;-670;675;83.2;14
0.244;0.378;-632;599;280;41
0.427;0.33;-663;749;4.1;5.48
1.02;0.203;-345;758;0.329;1.65
0.535;0.208;-409;521;0.884;4.5
0.524;0.118;-419;724;0.946;6.46
0.545;0.208;-421;604;0.983;4.77
0.574;0.365;-571;700;2.36;4.58
0.783;0.197;-436;718;0.698;3.02
0.347;0.333;-692;688;5.62;4.76
0.257;0.205;-663;646;5.05;8.42
0.35;0.444;-658;592;6.42;3.86
0.493;0.528;-646;561;14.9;3.97
0.355;0.141;-578;660;7.72;10
0.771;0.914;-599;559;1.71;2.6
0.923;0.286;-531;652;2.32;3.67
0.386;0.306;-662;696;3.26;4.44
1.22;0.513;-489;571;1.89;1.44
1.02;0.193;-445;692;0.735;3.01
0.812;0.202;-433;642;0.712;3.33
0.434;0.105;-667;782;6.33;13.3
0.308;0.243;-671;688;3750;374000
0.799;0.112;-449;763;0.824;8.06
0.613;0.358;-661;727;17.5;5.34
0.829;0.156;-511;621;1.16;32.8
0.173;0.531;-746;578;9.6;3.52
0.814;0.321;-565;748;1.49;4.61
0.598;0.0508;-582;764;2.58;19.9
0.724;0.856;-686;542;2.03;1.7
0.642;0.177;-551;645;1.84;8.6
0.571;0.236;-601;682;2.64;5.53
0.853;0.193;-649;656;1.81;6.27
0.538;0.166;-558;747;15000;11400
1.06;0.293;-283;517;0.215;2.28
0.239;0.0377;-679;703;11.7;94.1
0.827;0.427;-515;562;1.72;1.75
0.651;0.437;-539;575;1.68;1.92
0.913;0.159;-493;756;0.925;16.2
0.0212;0.023;-685;771;75.7;93.2
0.391;0.849;-790;641;4.88;2.56
1.03;0.182;-333;691;0.307;3050
0.211;0.0611;-672;790;63.9;20.9
0.049;0.108;-719;660;54.3;19
0.493;0.0989;-553;765;1.78;10.8
0.872;1.21;-646;603;1.35;0.977
0.656;0.217;-637;770;2.76;7.31
1.15;0.449;-559;680;7.03;8.75
0.354;0.197;-596;652;3.73;7.3
1.11;0.155;-293;645;0.219;9.22
0.855;0.47;-607;711;2.31;4.49
0.787;0.181;-526;700;1.58;15.5
1.38;0.39;-557;756;9.96;4.84
0.0208;0.0626;-757;685;99.8;177
0.0707;0.0569;-696;744;26.3;42.8
0.193;0.0206;-719;738;7.59;100
0.361;0.797;-726;606;4.55;2.89
0.399;0.228;-526;725;6480;337000
1.13;1.16;-700;719;1.22;1.19
1.39;0.622;-460;512;1.17;2.05
0.797;0.228;-474;677;0.84;8.4
0.0204;0.0151;-678;723;147;86.5
0.18;0.217;-707;652;89.7;24.3
0.871;0.387;-414;539;0.555;1.81
0.382;0.197;-612;714;3.1;6.92
0.421;0.0351;-624;804;2.93;71.4
0.793;0.334;-627;634;9.3;5.11
1.15;0.97;-417;459;0.609;0.858
1.22;0.355;-387;631;0.347;2.02
1.02;0.751;-495;516;1.38;2.19
0.278;0.0822;-614;748;4.18;17.2
0.943;0.023;-362;791;0.393;16.1
1.26;0.501;-478;691;0.627;2.2
0.802;0.563;-580;700;1.18;1.68
0.902;0.511;-379;501;0.461;1.1
0.918;0.533;-444;552;0.628;1.25
0.94;0.604;-371;482;0.422;0.977
1.07;0.854;-492;576;0.655;1.67
1.01;0.185;-349;698;0.34;1.85
0.785;0.21;-480;646;0.945;3.24
0.599;2.75;-656;610;67;1.63
0.731;0.661;-562;716;1.22;1.35
0.295;0.315;-706;773;28.4;4.72
0.155;0.0284;-628;692;940;120
0.161;0.103;-739;791;20.6;15.9
0.399;0.29;-614;694;3.09;6.27
1.26;0.682;-464;526;0.659;1.78
1.08;0.0537;-346;773;0.313;6.29
0.942;0.102;-298;620;0.308;7.48
0.733;0.0286;-459;817;0.811;20.8
0.628;0.478;-670;670;5.36;4.01
0.68;0.641;-662;588;7.68;2.19
0.911;0.536;-520;578;0.864;2.23
0.94;0.702;-498;542;0.743;1.75
0.299;0.234;-566;647;3.44;7.58
1.04;0.997;-543;503;1.86;1.71
0.613;0.539;-618;709;7.45;249
1.3;1.81;-452;409;1.11;0.916
1.07;1.11;-440;453;0.519;0.51
0.929;0.126;-391;742;0.467;3.9
1.5;0.424;-661;784;0.895;2.99
1.23;0.334;-311;718;0.305;15.1
0.637;0.537;-651;714;2.54;8.59
0.973;0.106;-383;767;0.425;3.88
0.618;0.475;-690;755;2.17;2.82
1.54;0.767;-534;585;0.524;2.03
1.02;0.51;-374;528;0.457;2.71
0.322;0.0979;-675;764;5.24;19.8
1.42;0.869;-601;555;0.97;1.57
1.04;0.611;-385;504;0.577;1.21
0.72;0.0589;-459;818;0.839;19.5
0.953;0.336;-485;595;0.725;2.95
0.7;1.28;-634;604;37.9;12.8
1.69;1.08;-517;548;0.453;1.25
1.49;0.949;-482;526;0.502;0.724
0.234;0.0754;-665;759;5.94;16.8
0.654;0.155;-503;779;1.12;4.67
0.868;0.0184;-419;713;0.571;40.3
1.45;0.917;-551;558;0.604;2
0.348;0.424;-775;713;9.74;5
0.3;0.333;-791;761;6.07;5.36
0.606;0.481;-634;614;2.08;3.11
1.7;3.52;-617;345;1.42;0.382
0.611;0.177;-515;728;1.25;4.67
0.144;0.0371;-756;730;13;664
0.222;0.24;-687;694;6.21;13.9
0.321;0.246;-605;577;11.2;8.72
0.0971;0.00889;-710;720;26.9;163
0.264;0.153;-651;671;18.8;22.9
0.0969;0.0158;-759;848;87.1;169
1.17;1.44;-666;531;1.16;0.967
0.573;0.661;-695;677;8.84;3.05
0.801;0.0203;-437;791;0.684;27.4
0.454;0.0181;-593;721;5.64;66.5
0.826;0.137;-440;717;0.688;6.12
0.155;0.167;-618;632;11;30.1
0.00567;0.00372;-661;662;564;949
1.46;0.482;-385;559;0.642;0.958
0.169;0.256;-649;645;8.56;22
0.351;0.275;-682;685;11.7;6.23
0.192;0.184;-610;608;7.27;469
0.0922;0.0863;-635;662;17.1;51.2
0.316;0.245;-690;670;5.41;6.23
0.0404;0.0818;-692;705;71.7;18.2
0.828;0.502;-612;596;2.77;3.15
2.87;0.727;-400;627;0.633;1.24
0.0259;0.0221;-738;740;101;139
0.0653;0.0729;-663;657;44.9;59.8
0.603;1.07;-677;628;2.25;1.9
0.591;0.149;-629;724;3.78;16.2
0.844;0.0868;-423;726;0.627;6.52
0.558;0.273;-544;725;1.66;3.24
0.459;0.00189;-547;768;1.84;1160
0.52;0.307;-505;619;2.46;3.31
0.0316;0.00263;-731;756;60.9;731
0.657;0.382;-546;588;5.1;3.03
2.27;0.419;-370;515;0.276;3.23
0.263;0.0426;-681;757;7.69;60
0.135;0.175;-771;676;13.9;34.6
0.33;0.204;-652;657;5.23;7.64
0.0518;0.0677;-670;673;33;78
1.5;0.467;-549;676;1.33;2.02
0.368;0.156;-679;759;28.1;12.4
0.08;0.0824;-743;686;468;64.5
0.528;0.753;-667;595;9.93;4
0.192;0.0878;-656;690;12.3;14.6
0.707;1.28;-646;492;2.35;1.23
0.526;0.019;-551;849;1.63;53.7
0.659;0.19;-518;661;1.65;4.27
0.28;0.0255;-660;764;28.8;55.2
0.245;0.305;-719;701;12.9;9.87
0.3;0.254;-683;677;8.08;12
1.03;0.113;-372;686;0.493;39
0.183;0.261;-649;606;6.84;7.41
0.824;0.82;-606;590;5.37;50.4
0.986;0.435;-438;522;0.72;1.81
0.938;0.147;-390;652;0.465;4.6
0.51;0.00158;-518;795;1.52;586
0.364;0.0123;-564;756;4.78;779
2.57;2.52;-379;435;0.157;0.16
1.1;0.343;-486;650;0.692;1.97
1.03;0.638;-497;622;1.09;1.64
0.0199;0.224;-764;715;218;35.7
0.532;0.121;-627;705;3.21;11.4
0.392;0.267;-567;708;3.7;3.43
0.248;0.0988;-727;718;19.5;15.7
0.22;0.819;-622;674;1490000;23600
0.152;0.889;-729;816;13.6;44.2
0.312;0.288;-715;749;105;7.01
0.387;0.236;-571;663;3.96;5.47
0.934;1.2;-480;562;0.772;0.649
1.21;0.931;-636;626;0.957;12.6
0.203;0.465;-695;644;14100;7.38
0.087;2.5;-831;478;28.9;1.18
0.0865;2.17;-847;518;25.8;1.66
0.271;0.0808;-692;833;13.5;28.4
0.116;1.57;-845;555;19.8;2.18
0.111;1.93;-831;513;18.5;1.57
0.0557;0.0179;-706;774;30.5;142
0.244;0.641;-644;633;9.31;48.4
0.843;0.555;-499;719;17.9;8.54
0.871;1.45;-826;750;2.21;1.33
2.14;2.02;-538;531;0.381;0.404
0.348;0.143;-724;743;6.54;10.8
0.196;0.629;-764;653;8.88;4.36
0.418;0.888;-723;740;3.83;2.2
0.829;1.8;-599;410;1.33;0.563
2.34;1.37;-546;685;0.359;0.614
0.56;0.78;-653;684;13.5;2.2
0.284;0.0606;-629;810;3.94;40.3
1.07;0.585;-543;618;0.78;1.42
0.00328;0.0398;-743;790;1050;51.8
0.0166;0.0372;-780;802;139;47.6
0.135;0.0509;-750;783;64.4;56
0.152;0.313;-709;648;10.6;5.88
0.795;0.431;-691;821;1.69;3.12
0.672;0.431;-504;644;1.09;2.96
0.784;1.07;-459;493;1.52;5.03
0.695;0.314;-486;616;0.959;2.31
0.666;0.517;-505;566;1.09;2.15
0.142;0.241;-746;648;41.6;7.83
0.0126;0.0376;-714;680;114;45.3
0.529;0.311;-646;614;353;276
0.954;0.275;-384;509;0.476;10800
0.53;0.233;-573;715;34.8;266
0.478;0.191;-515;702;244;205
0.779;0.181;-589;686;3.22;9.54
0.206;0.0603;-654;723;3730000;712000
0.357;0.228;-571;765;66500000;114000000
0.133;0.117;-781;776;26.3;23.7
0.83;0.988;-552;477;2.15;1.04
0.0827;0.00995;-761;725;19.8;217
0.000527;0.438;-802;635;4460;124
0.0609;0.689;-778;660;34.1;482
0.714;0.274;-458;693;0.843;2.45
0.689;0.162;-470;723;0.903;3.85
0.604;0.485;-576;631;3.72;10.3
0.101;0.122;-806;790;23.1;15.5
0.242;0.0482;-631;648;28.3;35.4
0.658;0.446;-592;593;3.6;2.36
0.684;1.29;-584;521;4.61;0.963
0.089;0.366;-635;667;13.8;70.2
0.89;0.615;-571;664;8.64;45.6
0.724;0.651;-715;604;2.19;2.35
0.384;0.938;-627;526;3.28;1.62
0.467;0.0556;-688;802;252;51
0.536;0.033;-644;770;4.39;39.9
0.768;0.204;-578;699;1.35;8.68
1.06;0.48;-504;636;1.71;1.74
0.873;0.254;-432;587;0.751;2.74
0.0378;0.0677;-798;803;55.2;28.9
0.0597;0.0325;-741;763;25.9;47.6
0.565;0.549;-544;656;1.66;1.91
0.795;0.534;-609;711;9.61;3.44
0.0795;0.369;-836;766;2120;628
0.00567;0.599;-827;748;398;99.8
0.00549;0.00546;-788;768;770;498
0.446;0.111;-652;759;849;2120
0.466;0.61;-746;674;15.5;1620
0.07;0.127;-883;871;47.2;22.3
0.165;0.328;-722;650;17.3;6.41
0.641;0.292;-614;680;97.8;3.87
0.569;0.144;-600;694;24500;24.8
0.115;0.125;-724;735;15.3;11.8
1.55;1.97;-433;407;1400;1000
0.773;0.0519;-514;740;1.65;167
0.855;0.754;-448;446;8200;132000
0.416;0.442;-711;678;3.46;6.9
0.178;0.112;-721;715;75.7;23
0.522;0.604;-692;669;3.23;3.15
0.409;0.429;-766;779;4.05;4.6
1.02;0.369;-482;679;1.85;1.95
1.43;0.597;-712;624;1;2.53
0.0272;0.00988;-746;729;64.2;203
0.299;0.201;-792;744;830;21.5
0.284;0.206;-707;726;5.38;7.44
0.258;0.213;-722;734;8.72;9.99
0.102;0.0211;-731;758;416;232
0.0149;0.0202;-773;794;248;105
0.11;0.41;-824;761;20.3;5.93
1.2;0.234;-461;645;0.503;2.82
0.104;0.0186;-704;759;19;207
0.0203;0.0645;-786;751;188;30.2
0.968;0.535;-623;677;513;25.6
1.07;0.644;-625;670;31.1;7.17
0.00151;0.0155;-702;710;956;203
1.21;0.687;-562;679;0.74;1.3
0.112;1.34;-858;681;25.2;1.75
0.192;0.594;-720;629;8.73;2.9
0.492;0.592;-632;687;30.8;2.54
0.57;0.354;-594;639;3.18;4.02
0.664;0.415;-482;565;1.05;2.43
0.493;0.219;-557;615;1.87;5.94
0.434;0.152;-709;745;5.98;16.7
0.62;0.236;-563;682;1.95;3.96
0.835;0.304;-437;658;0.663;1.88
0.512;0.681;-675;608;3.68;9.79
1.18;0.115;-538;777;0.758;14
0.751;0.46;-662;704;1.9;4.66
0.589;0.0417;-592;740;1.75;25.4
0.296;0.505;-729;694;7.38;4.89
1.06;0.0738;-334;685;0.301;4.34
0.00668;0.0632;-775;729;384;31.6
1.11;0.4;-497;661;0.672;1.93
1.43;0.887;-572;576;0.705;2.41
0.507;0.043;-655;822;34.8;32.8
0.529;0.633;-705;669;3.37;2.35
2.2;0.585;-374;637;0.186;2.11
2.64;0.811;-416;648;0.187;2.59
0.993;0.327;-600;638;2;3.8
1.13;0.305;-601;714;7.5;4.39
2.02;1.16;-515;433;0.377;0.699
2.17;0.681;-516;507;0.351;1.13
0.759;0.276;-543;679;1.19;4.53
0.251;0.771;-742;572;97.2;2.19
0.918;0.487;-615;666;1.21;3.58
1.1;0.285;-628;731;1.08;5.94
0.901;0.359;-406;579;0.534;2.69
1.4;0.661;-545;603;0.787;1.9
1.18;0.403;-373;617;0.439;2
0.847;0.221;-417;743;0.579;2.22
1.02;0.291;-352;583;0.343;2.11
1.38;1.47;-524;437;0.576;0.794
1.04;0.313;-535;659;1.4;2.8
0.876;0.325;-554;655;1.23;2.91
1.34;0.276;-561;741;0.664;3.22
0.992;0.44;-383;625;0.434;1.66
0.836;0.24;-464;621;0.929;3.09
1.02;0.278;-392;618;0.44;1.64
1.46;0.778;-438;520;0.541;1.1
0.802;0.0978;-495;804;1.09;10.2
1.14;0.318;-381;559;0.376;3.68
0.308;0.012;-513;767;2.69;61.7
0.687;0.416;-589;677;1.52;4.56
0.777;0.728;-572;590;1.26;1.99
0.847;0.281;-604;698;1.22;3.94
0.651;0.65;-726;771;2.28;2.28
1.57;0.719;-406;464;0.315;0.768
0.342;0.15;-640;732;9.83;15.3
0.924;0.934;-501;455;1.5;0.803
1.19;0.75;-412;428;0.718;0.638
1.12;0.883;-470;443;1.36;0.757
0.619;1.59;-655;459;3.76;0.897
1.24;1.05;-330;350;0.252;0.39
1.23;1.69;-441;349;0.468;0.392
0.897;0.254;-519;625;0.914;5.48
